1	6
1	6
1	109
3	6
4	6
4	6
4	18
4	6
5	6
5	6
5	6
5	6
5	6
5	6
5	6
5	6
5	6
6	6
6	6
6	6
6	6
9	6
9	6
9	7
9	6
9	6
9	6
9	6
9	6
9	6
9	6
9	6
9	6
9	6
9	6
10	19
10	19
12	13
14	6
14	6
14	18
14	20
14	20
14	20
14	15
14	20
14	20
14	20
14	6
14	20
14	6
14	6
14	6
14	6
14	20
14	20
14	20
14	20
14	19
14	20
14	20
14	20
14	20
14	20
14	20
14	20
14	20
14	20
14	15
14	20
14	15
14	20
14	15
14	20
14	15
14	20
14	15
14	15
14	20
14	15
14	20
14	15
14	20
14	20
14	20
14	20
14	20
14	20
14	20
14	20
14	20
14	20
14	20
14	20
14	18
14	20
14	20
14	20
14	20
14	12
14	20
14	20
14	20
14	6
14	8
14	20
14	20
14	20
14	20
14	3
14	20
14	20
14	12
14	20
14	20
14	20
14	15
14	15
14	15
14	15
14	15
14	15
14	15
14	15
14	20
14	6
14	20
14	18
14	18
14	20
14	20
14	20
14	20
15	6
15	6
15	8
16	19
16	19
18	18
18	20
18	20
19	10
19	14
19	14
19	14
20	6
20	19
21	38
21	38
21	30
21	38
21	38
21	38
21	38
21	38
21	38
21	38
21	38
22	30
22	30
22	30
22	30
22	24
22	24
22	24
22	23
22	30
22	30
22	25
22	30
22	30
22	23
22	141
22	141
22	30
22	30
22	30
22	30
22	23
22	30
22	38
22	24
22	38
22	24
22	24
22	28
22	38
22	24
22	28
22	141
22	141
22	25
22	141
22	141
22	141
22	141
22	33
22	26
22	141
22	141
22	34
22	25
22	23
22	23
22	28
22	38
22	30
22	38
22	38
22	30
22	38
22	38
22	38
22	38
22	38
22	38
22	38
22	30
22	38
22	28
22	38
22	38
22	141
22	141
22	141
22	141
22	30
22	35
22	30
22	30
22	30
22	30
22	141
22	141
22	30
22	30
22	30
22	23
22	141
22	141
22	30
22	30
22	28
22	28
22	28
22	28
22	28
22	141
22	141
22	26
22	30
22	23
22	23
22	141
22	141
22	33
22	23
22	23
22	35
23	25
23	34
23	26
24	30
24	30
24	30
24	30
24	30
24	30
24	35
24	30
24	30
24	30
141	30
141	26
141	30
25	30
25	28
25	26
25	28
25	26
25	30
25	26
26	26
26	30
26	30
26	25
26	25
26	29
26	25
26	25
26	25
26	26
26	28
26	30
26	30
26	25
26	25
26	25
26	25
26	25
26	28
27	22
28	30
28	28
28	26
29	25
30	21
30	38
30	38
30	38
30	38
30	38
30	26
30	26
30	25
30	38
30	38
30	38
30	38
30	28
30	26
30	38
30	22
32	30
32	28
33	104
33	26
