1	14
1	14
1	9
1	15
1	5
1	14
1	100
1	14
1	14
1	14
1	2
1	14
1	14
1	17
1	14
1	14
1	14
1	14
1	16
1	14
1	14
1	16
1	14
1	116
1	14
1	4
1	14
1	14
1	14
1	109
1	115
1	14
1	14
1	3
1	17
1	14
1	14
1	14
1	14
1	14
3	111
3	2
3	14
3	14
3	14
3	14
5	105
5	1
5	105
5	105
6	9
6	14
9	1
9	15
9	1
9	1
9	1
9	1
9	1
9	15
9	100
10	11
11	14
11	1
11	14
11	14
11	2
11	14
11	14
11	1
11	101
11	1
11	14
11	1
11	1
11	1
11	1
11	14
11	14
11	1
11	14
11	23
11	40
11	80
11	14
12	14
12	14
12	14
12	14
12	13
12	13
12	1
12	100
12	14
12	1
12	1
12	1
12	4
12	14
13	14
13	1
13	1
13	82
13	4
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	15
14	9
14	9
14	5
14	1
14	9
14	15
14	5
14	1
14	1
14	1
14	9
14	15
14	5
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	15
14	9
14	5
14	1
14	1
14	1
14	1
14	4
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	100
14	2
14	2
14	2
14	1
14	2
14	2
14	2
14	2
14	2
14	2
14	2
14	42
14	2
14	2
14	2
14	2
14	1
14	2
14	117
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	17
14	17
14	1
14	1
14	1
14	17
14	1
14	17
14	1
14	1
14	17
14	1
14	1
14	2
14	117
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	4
14	1
14	1
14	1
14	2
14	117
14	1
14	4
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	16
14	16
14	1
14	16
14	1
14	16
14	1
14	1
14	1
14	1
14	16
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	16
14	1
14	16
14	1
14	1
14	16
14	1
14	1
14	116
14	1
14	116
14	1
14	116
14	1
14	116
14	1
14	116
14	1
14	116
14	1
14	116
14	1
14	116
14	1
14	116
14	1
14	116
14	1
14	116
14	1
14	116
14	1
14	116
14	1
14	1
14	116
14	1
14	1
14	1
14	1
14	1
14	4
14	4
14	4
14	4
14	1
14	4
14	1
14	1
14	4
14	3
14	3
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	18
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	3
14	3
14	1
14	1
14	1
14	1
14	1
14	1
14	23
14	1
14	1
14	1
14	23
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	23
14	1
14	1
14	1
14	1
14	6
14	6
14	1
14	1
14	3
14	3
14	3
14	3
14	3
14	1
14	130
14	4
14	1
14	1
14	109
14	3
14	3
14	4
14	4
14	4
14	3
14	3
14	3
14	3
14	15
14	3
14	15
14	104
14	12
14	3
14	15
14	1
14	4
14	1
14	109
14	115
14	115
14	1
14	115
14	115
14	1
14	1
14	1
14	1
14	115
14	1
14	115
14	1
14	1
14	1
14	115
14	1
14	1
14	1
14	115
14	1
14	1
14	115
14	1
14	115
14	117
14	115
14	4
14	1
14	115
14	1
14	117
14	1
14	4
14	4
14	4
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	17
14	3
14	3
14	3
14	1
14	3
14	17
14	1
14	3
14	17
14	1
14	1
14	3
14	17
14	1
14	1
14	4
14	4
14	4
14	4
14	4
14	21
14	4
14	4
14	4
14	4
14	4
14	4
14	4
14	4
14	4
14	4
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	4
14	1
14	1
14	18
14	18
14	18
14	117
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
15	15
15	100
15	15
15	14
15	100
15	17
15	15
15	100
15	1
15	100
15	15
15	100
15	100
15	100
15	15
15	100
15	1
15	14
15	100
15	1
15	14
15	1
15	14
15	15
15	100
15	100
15	100
15	127
15	1
15	14
15	15
15	100
15	100
15	100
15	15
15	100
15	100
15	100
15	100
15	100
15	5
15	100
15	100
15	100
15	100
15	100
16	77
16	1
16	14
16	1
16	14
16	1
16	14
16	14
16	1
16	14
16	1
16	1
16	14
17	17
17	17
18	2
18	14
18	14
18	1
18	1
18	1
18	1
18	20
18	4
18	14
18	4
18	14
18	4
18	14
18	4
18	4
18	4
18	4
18	4
18	4
18	14
19	14
19	16
19	16
19	16
19	14
19	16
19	1
19	16
19	16
19	16
19	1
19	16
19	19
19	16
19	1
19	23
19	80
19	16
19	16
19	1
19	14
19	19
19	16
19	16
19	37
19	10
19	10
19	14
19	14
19	16
19	14
19	37
19	1
19	1
19	16
19	1
19	1
19	1
19	1
19	14
19	14
19	14
19	1
19	14
19	1
19	16
19	1
19	16
19	1
19	16
19	16
19	16
19	1
19	22
19	14
19	1
19	1
19	14
19	1
19	16
19	1
19	16
19	16
19	1
19	14
19	1
19	14
19	1
19	1
19	14
19	16
19	16
19	16
19	14
19	16
19	1
19	1
19	16
19	14
19	1
19	16
19	1
19	16
19	16
19	1
19	16
19	1
19	1
19	14
19	16
19	1
19	1
19	1
19	16
19	1
19	1
19	16
19	1
19	16
19	1
19	16
19	1
19	14
19	16
19	16
19	14
19	22
19	16
19	16
19	16
19	16
19	80
19	16
19	16
19	16
19	16
19	16
19	16
19	1
19	14
19	14
19	14
19	16
19	1
19	16
